ID,EmailId,UUID,LOCALE,VENDOR_ID,ACCOUNT,STORE,STATUS,NAME,ADDR1,ADDR2,CITY,STATE_PROV,POSTAL,PHONE,SPECIALTY,DEALER_TYPE,COUNTRY,KEY_ACCOUNT,SALES_REP1,SALES_REP2,CREDIT_REP,NB_MINIMUS_FLAG,ROBIS_FLAG,COMPANY,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,PRODUCT_LINE_SHOE,PRODUCT_LINE_APPAREL,CATEGORY_RUNNING,CATEGORY_WALKING,CATEGORY_TRAINING,CATEGORY_TENNIS,SUBCATEGORY_KIDS,DUNHAM,ARAVON,COBB_HILL,CATEGORY_FOOTBALL,CATEGORY_CRICKET,CATEGORY_LIFESTYLE,PF_FLYERS,InventoryOrganizationCode,ParentOrganizationCode,PrimaryEnterpriseKey,DefaultDistributionRuleId,OwnerKey
829,,0321121_001,,,321121,1,active,NEW BALANCE SAN ANTONIO AT AGORA,8211 AGORA PARKWAY,,SCHERTZ,TX,78154,(210) 658-4929,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
830,,0321123_001,,,321123,1,active,NEW BALANCE QUARRY VILLAGE,270 EAST BASSE ROAD,SUITE 107,SAN ANTONIO,TX,78209,(210) 804-0808,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
863,,0350210_001,,,350210,1,active,NEW BALANCE RICHMOND,11341 WEST BROAD STREET,,GLEN ALLEN,VA,23060,(804) 955-4801,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
867,,0353001_001,,,353001,1,active,NEW BALANCE SHREVEPORT,5802 LINE AVENUE,,SHREVEPORT,LA,71106,(318) 861-6674,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
888,,0367300_001,,,367300,1,active,NEW BALANCE INDIANAPOLIS,1551 EAST STOP 12 ROAD,,INDIANAPOLIS,IN,46227,(317) 889-6715,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,1:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
889,,0367350_001,,,367350,1,active,NEW BALANCE CARMEL,9893 NORTH MICHIGAN ROAD,SUITE 150,CARMEL,IN,46032,(317) 876-4615,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,1:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
913,,0380326_001,,,380326,1,active,NEW BALANCE EASTON,3866 TOWNSFAIR WAY,,COLUMBUS,OH,43219,(614) 475-1725,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
914,,0380412_001,,,380412,1,active,NEW BALANCE TUTTLE CROSSING,5043 TUTTLE CROSSING,SUITE 111,DUBLIN,OH,43016,(614) 734-0136,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
915,,0380413_001,,,380413,1,active,NEW BALANCE SHAKER HEIGHTS,20140 Van Aken Blvd,,Shaker Heights,OH,44122,(216) 464-3477,,New Balance Store,US,,,,,,,10,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,12:00 PM,6:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
917,,0380508_001,,,380508,1,active,NEW BALANCE SOUTHPARK,600 SOUTHPARK CENTER,,STRONGSVILLE,OH,44136,(440) 572-4222,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
918,,0380517_02,,,380517,2,active,NEW BALANCE ATLANTA AT BUCKHEAD,3255 PEACHTREE ROAD NORTHEAST,SUITE A,ATLANTA,GA,30305,(404) 467-1312,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
920,,0380728_001,,,380728,1,active,NEW BALANCE POLARIS,1554 POLARIS PARKWAY,SUITE 320,COLUMBUS,OH,43240,(614) 785-0324,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
921,,0380820_001,,,380820,1,active,NEW BALANCE PROMENADE,30167 DETROIT ROAD,,WESTLAKE,OH,44145,(440) 899-2867,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
922,,0381120_001,,,381120,1,active,NEW BALANCE BELDEN,4840 EVERHARD ROAD NORTHWEST,,CANTON,OH,44718,(330) 494-3857,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
929,,0383590_001,,,383590,1,active,NEW BALANCE DEERFIELD POINTE,9329 MASON MONTGOMERY ROAD,SUITE D,MASON,OH,45040,(513) 229-0400,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
931,,0384209_001,,,384209,1,active,NEW BALANCE FAIRLAWN,2685 WEST MARKET STREET,,AKRON,OH,44333,(330) 835-3401,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
962,,0400320_001,,,400320,1,active,NEW BALANCE TROY,821 EAST BIG BEAVER ROAD,,TROY,MI,48083,(248) 740-9221,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
990,,0410599_001,,,410599,1,active,NEW BALANCE FARMINGTON HILLS,37606 WEST 12 MILE ROAD,,FARMINGTON,MI,48331,(248) 324-0506,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
992,,0410725_001,,,410725,1,active,NEW BALANCE GRAND RAPIDS,4499 IVANREST AVE SOUTHWEST,,GRANDVILLE,MI,49418,(616) 249-1705,,New Balance Store,US,,,,,,,10,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,8:00 PM,10:00 AM,6:00 PM,12:00 PM,4:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1013,,0430199_001,,,430199,1,active,NEW BALANCE NAPLES,8799 TAMIAMI TRAIL NORTH,SUITE 101,NAPLES,FL,34108,(239) 596-8788,,New Balance Store,US,Procare,,,,,,10,10:00am,5:00pm,10:00am,5:00pm,10:00am,5:00pm,10:00am,5:00pm,10:00am,5:00pm,10:00am,4:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1014,,0430309_001,,,430309,1,active,NEW BALANCE URBANA,106 WEST MAIN STREET,,URBANA,IL,61801,(217) 367-2880,,New Balance Store,US,Procare,,,,,,10,9:30am,5:30pm,9:30am,5:30pm,9:30am,5:30pm,9:30am,5:30pm,9:30am,7:00pm,9:30am,5:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1039,,0445000_001,,,445000,1,Active,NEW BALANCE MERRILLVILLE,600 WEST 81ST AVENUE,SUITE A,MERRILLVILLE,IN,46410,(219) 769-7300,,New Balance Store,US,Procare,,,,,,10,9:00am,8:00pm,9:00am,8:00pm,9:00am,8:00pm,9:00am,8:00pm,9:00am,8:00pm,9:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1040,,0445050_001,,,445050,1,active,NEW BALANCE HERITAGE SQUARE,7130 HERITAGE SQUARE DRIVE,SUITE 410,GRANGER,IN,46530,(574) 272-7300,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1041,,0445090_001,,,445090,1,Active,NEW BALANCE NAPERVILLE,2879 WEST 95TH STREET,SUITE 115,NAPERVILLE,IL,60564,(630) 637-7373,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1042,,0445821_001,,,445821,1,active,NEW BALANCE NORTH SHORE,610 CENTRAL AVENUE,SUITE 169,HIGHLAND PARK,IL,60035,(847)266-8323,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,5:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1069,,0453611_001,,,453611,1,active,NEW BALANCE LINCOLN PARK,2369 NORTH CLARK STREET,,CHICAGO,IL,60614,(773) 348-1787,,New Balance Store,US,Procare,,,,,,10,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,7:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1070,,0453613_001,,,453613,1,active,NEW BALANCE OAK BROOK,17W490 22ND STREET,,Oakbrook Terrace,IL,60181,(630) 782-6730,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,7:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1071,,0453614_001,,,453614,1,active,NEW BALANCE ORLAND PARK,9636 WEST 161ST STREET,,ORLAND PARK,IL,60467,(708) 364-8391,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,7:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1072,,0453615_001,,,453615,1,active,NEW BALANCE SCHAUMBURG,685 EAST GOLF ROAD,,SCHAUMBURG,IL,60173,(847) 519-7778,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,7:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1081,,0460728_001,,,460728,1,active,NEW BALANCE NEW CANAAN,128 MAIN STREET,,NEW CANAAN,CT,6840,(203) 801-0050,,New Balance Store,US,Procare,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1082,,0460750_001,,,460750,1,active,NEW BALANCE BETHEL,83B STONY HILL ROAD,SUITE 105,BETHEL,CT,6801,(203) 739-0752,,New Balance Store,US,Procare,,,,,,10,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1126,,0480804_001,,,480804,1,active,NEW BALANCE SOUTH WINDSOR,501 EVERGREEN WAY,SUITE 407,SOUTH WINDSOR,CT,6074,(860) 648-2141,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1129,,0480814_001,,,480814,1,active,NEW BALANCE AVON,380 WEST MAIN STREET,,AVON,CT,6001,(860) 284-9695,,New Balance Store,US,Procare,,,,,,10,10:00am,7:30pm,10:00am,7:30pm,10:00am,7:30pm,10:00am,7:30pm,10:00am,8:00pm,10:00am,7:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1333,,0516227_001,,,516227,1,active,NEW BALANCE WILLISTON,28 WALNUT STREET SUITE 150,MAPLE STREET PLACE,WILLISTON,VT,5495,(802) 288-9090,,New Balance Store,US,Procare,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,7:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1403,,0570926_001,,,570926,1,active,NEW BALANCE TULSA,2030 UTICA SQUARE,UTICA SQUARE SHOPPING CENTER,TULSA,OK,74114,918-744-8334,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1407,,0573471_001,,,573471,1,active,NEW BALANCE CHRISTIANA,1271 CHURCHMANS ROAD,CENTER POINTE PLAZA II,NEWARK,DE,19713,(302) 366-7516,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1408,,0573475_001,,,573475,1,active,NEW BALANCE BRANDYWINE,4243 Concord Pike ,,WILMINGTON,DE,19803,(302) 230-3065,,New Balance Store,US,,,,,,,10,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,11:00 AM,6:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1419,,0580498_001,,,580498,1,active,NEW BALANCE NORTH JERSEY,459 ROUTE 17 SOUTH,,HASBROUCK HEIGHTS,NJ,7604,201-727-0745,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1420,,0580500_001,,,580500,1,active,NEW BALANCE WESTCHESTER,350 TARRYTOWN ROAD,,WHITE PLAINS,NY,10607,(914) 993-6291,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,6:00pm,12:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1422,,0581214_001,,,581214,1,active,NEW BALANCE PITTSBURGH HOMESTEAD,112 WEST BRIDGE STREET,,HOMESTEAD,PA,15120,(412) 464-1002,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1423,,0581250_001,,,581250,1,active,NEW BALANCE PITTSBURGH,3810 FORBES AVENUE,,PITTSBURGH,PA,15213,(412) 697-1333,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1424,,0581260_001,,,581260,1,active,NEW BALANCE PITTSBURGH WEXFORD,10616 PERRY HIGHWAY,WEXFORD PLAZA,WEXFORD,PA,15090,(724) 940-2400,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1470,,0600120_01,,,600120,1,active,NEW BALANCE SCRANTON,2031 SHOPPES BOULEVARD,THE SHOPPES AT MONTAGE,MOOSIC,PA,18507,570-344-2412,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1471,,0600127_02,,,600127,2,active,NEW BALANCE SAUCON VALLEY,2960 CENTER VALLEY PARKWAY,,CENTER VALLEY,PA,18034,(610) 797-7070,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1544,,0601232_001,,,601232,1,active,NEW BALANCE BATON ROUGE,7425 CORPORATE BOULEVARD,SUITE 800 TOWNE CENTER,BATON ROUGE,LA,70809,225-928-4944,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1546,,0601750_001,,,601750,1,active,NEW BALANCE PRINCETON,439 NASSAU PARK BOULEVARD,UNIT 4H,PRINCETON,NJ,8540,609-720-0103,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1595,,0610600_001,,,610600,1,active,NEW BALANCE KING OF PRUSSIA,690 WEST DEKALB PIKE,SUITE 1017,KING OF PRUSSIA,PA,19406,(610) 768-5858,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1605,,0612199_001,,,612199,1,active,NEW BALANCE TOLEDO,5702 MONROE STREET,,SYLVANIA,OH,43560,(419) 882-6409,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1678,,0630300_001,,,630300,1,active,NEW BALANCE CHERRY HILL,1990 MARLTON PIKE EAST,ROUTE 70,CHERRY HILL,NJ,8003,(856) 874-0666,,New Balance Store,US,Procare,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,7:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,5:00pm,12:00pm,4:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1705,,0640206_001,,,640206,1,active,NEW BALANCE HARRISBURG,4600 JONESTOWN ROAD,,HARRISBURG,PA,17109,(717)-671-0970,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1706,,0640322_001,,,640322,1,active,NEW BALANCE LOUISVILLE,1983 SOUTH HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40220,(502)409-5411,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1726,,0643227_01,,,643227,1,active,NEW BALANCE ALTOONA,3415 PLEASANT VALLEY SHOPPING CTR,,ALTOONA,PA,16602,(814) 941-2132,,New Balance Store,US,Procare,,,,,,10,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,1:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1750,,0650500_001,,,650500,1,active,NEW BALANCE MOUNT LAUREL,4313 DEARBORN CIRCLE,,MOUNT LAUREL,NJ,8054,(856) 840-0905,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1755,,0652199_001,,,652199,1,active,NEW BALANCE GENEVA,1749 SOUTH RANDALL ROAD,SUITE E,GENEVA,IL,60134,(630) 845-9437,,New Balance Store,US,,,,,,,10,10:00 AM,8:00 AM,10:00 AM,8:00 AM,10:00 AM,8:00 AM,10:00 AM,8:00 AM,10:00 AM,8:00 AM,10:00 AM,6:00 AM,12:00 AM,5:00 AM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1794,,0663403_001,,,663403,1,active,NEW BALANCE BALTIMORE,2135 B YORK ROAD,,LUTHERVILLE TIMONIUM,MD,21093,410-252-6500,,New Balance Store,US,Procare,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1845,,0740128_001,,,740128,1,active,NEW BALANCE DURHAM,6807-120 FAYETTEVILLE ROAD,RENAISSANCE CENTER,DURHAM,NC,27713,(919) 484-9500,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1847,,0740412_001,,,740412,1,active,NEW BALANCE RALEIGH,6204-121 GLENWOOD AVENUE,PLEASANT VALLEY PROMENADE,RALEIGH,NC,27612,(919) 510-9810,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1869,,0749960_001,,,749960,1,active,NEW BALANCE MIAMI,19575 BISCAYNE BOULEVARD,SUITE 229,MIAMI,FL,33180,(305) 931-1290,,New Balance Store,US,Procare,,,,,,10,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,12:00pm,8:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
